epoch;rtt;cp;
13/10/2016 05:57;40,36957545;0;
13/10/2016 06:01;40,3480364;0;
13/10/2016 06:05;40,3218967;0;
13/10/2016 06:09;40,72627496;0;
13/10/2016 06:13;40,29595811;0;
13/10/2016 06:17;40,38431075;0;
13/10/2016 06:21;40,43381771;0;
13/10/2016 06:25;40,34285457;0;
13/10/2016 06:29;40,61240809;0;
13/10/2016 06:33;40,43651956;0;
13/10/2016 06:37;40,38518392;0;
13/10/2016 06:41;40,55287639;0;
13/10/2016 06:45;40,46033197;0;
13/10/2016 06:49;40,38867945;0;
13/10/2016 06:53;40,36958181;0;
13/10/2016 06:57;40,34789261;0;
13/10/2016 07:01;40,93825104;0;
13/10/2016 07:05;40,51796308;0;
13/10/2016 07:09;40,56875842;0;
13/10/2016 07:13;40,42427991;0;
13/10/2016 07:17;40,97190613;0;
13/10/2016 07:21;112,7924047;1;
13/10/2016 07:25;89,72132641;0;
13/10/2016 07:29;68,96702963;0;
13/10/2016 07:33;87,09131154;0;
13/10/2016 07:37;89,72738638;0;
13/10/2016 07:41;108,1797697;0;
13/10/2016 07:45;40,60230208;1;
13/10/2016 07:49;40,30529617;0;
13/10/2016 07:53;40,39211497;0;
13/10/2016 07:57;40,44036407;0;
13/10/2016 08:01;40,32815032;0;
13/10/2016 08:05;40,38113236;0;
13/10/2016 08:09;40,6374921;0;
13/10/2016 08:13;40,40003263;0;
13/10/2016 08:17;40,59526566;0;
13/10/2016 08:21;40,38534933;0;
13/10/2016 08:25;40,30168847;0;
13/10/2016 08:29;40,5893616;0;
13/10/2016 08:33;40,30252154;0;
13/10/2016 08:37;40,39775482;0;
13/10/2016 08:41;40,76452222;0;
13/10/2016 08:45;40,30654522;0;
13/10/2016 08:49;40,98486351;0;
13/10/2016 08:53;40,40964373;0;
13/10/2016 08:57;40,47420076;0;
13/10/2016 09:01;40,3545362;0;
13/10/2016 09:05;40,33944532;0;
13/10/2016 09:09;40,346817;0;
13/10/2016 09:13;40,30282467;0;
13/10/2016 09:17;40,44480215;0;
13/10/2016 09:21;40,40469012;0;
13/10/2016 09:25;40,42166909;0;
13/10/2016 09:29;40,29583173;0;
13/10/2016 09:33;40,79022531;0;
13/10/2016 09:37;40,54016939;0;
13/10/2016 09:41;41,12483018;0;
13/10/2016 09:45;40,30765837;0;
13/10/2016 09:49;40,32156489;0;
13/10/2016 09:53;40,44407188;0;
13/10/2016 09:57;40,42701251;0;
13/10/2016 10:01;40,34997885;0;
13/10/2016 10:05;40,45540448;0;
13/10/2016 10:09;40,63099168;0;
13/10/2016 10:13;40,37702656;0;
13/10/2016 10:17;40,43770723;0;
13/10/2016 10:21;40,73860056;0;
13/10/2016 10:25;40,30057902;0;
13/10/2016 10:29;40,4258022;0;
13/10/2016 10:33;40,46375071;0;
13/10/2016 10:37;40,38359356;0;
13/10/2016 10:41;40,38909876;0;
13/10/2016 10:45;40,36782456;0;
13/10/2016 10:49;40,7579218;0;
13/10/2016 10:53;40,47060619;0;
13/10/2016 10:57;40,36808843;0;
13/10/2016 11:01;40,86872977;0;
13/10/2016 11:05;40,39737249;0;
13/10/2016 11:09;40,33092895;0;
13/10/2016 11:13;40,58105937;0;
13/10/2016 11:17;40,32640585;0;
13/10/2016 11:21;40,35367149;0;
13/10/2016 11:25;40,37239944;0;
13/10/2016 11:29;40,41003381;0;
13/10/2016 11:33;40,45699873;0;
13/10/2016 11:37;40,33193564;0;
13/10/2016 11:41;40,67260395;0;
13/10/2016 11:45;40,36492656;0;
13/10/2016 11:49;40,50252862;0;
13/10/2016 11:53;40,61375913;0;
13/10/2016 11:57;40,36010028;0;
13/10/2016 12:01;40,74273178;0;
13/10/2016 12:05;40,70791893;0;
13/10/2016 12:09;40,44926564;0;
13/10/2016 12:13;40,38408432;0;
13/10/2016 12:17;40,83037554;0;
13/10/2016 12:21;40,62430923;0;
13/10/2016 12:25;40,30083994;0;
13/10/2016 12:29;40,96034336;0;
13/10/2016 12:33;40,46440251;0;
13/10/2016 12:37;40,40280248;0;
13/10/2016 12:41;40,33477445;0;
13/10/2016 12:45;40,4968776;0;
13/10/2016 12:49;40,38475256;0;
13/10/2016 12:53;40,33446633;0;
13/10/2016 12:57;40,61699703;0;
13/10/2016 13:01;40,45518528;0;
13/10/2016 13:05;40,45564051;0;
13/10/2016 13:09;40,49197345;0;
13/10/2016 13:13;40,33410108;0;
13/10/2016 13:17;40,88836358;0;
13/10/2016 13:21;40,44201022;0;
13/10/2016 13:25;40,41585192;0;
13/10/2016 13:29;40,50700709;0;
13/10/2016 13:33;40,38370766;0;
13/10/2016 13:37;40,78630157;0;
13/10/2016 13:41;40,38581574;0;
13/10/2016 13:45;40,33518914;0;
13/10/2016 13:49;40,50483817;0;
13/10/2016 13:53;40,63327976;0;
13/10/2016 13:57;40,57729655;0;
13/10/2016 14:01;40,31260971;0;
13/10/2016 14:05;40,80312458;0;
13/10/2016 14:09;40,37677179;0;
13/10/2016 14:13;40,4350409;0;
13/10/2016 14:17;40,37870968;0;
13/10/2016 14:21;40,40395622;0;
13/10/2016 14:25;40,30551803;0;
13/10/2016 14:29;40,3375217;0;
13/10/2016 14:33;40,45350107;0;
13/10/2016 14:37;40,79385543;0;
13/10/2016 14:41;40,45443849;0;
13/10/2016 14:45;40,3358928;0;
13/10/2016 14:49;41,13157272;0;
13/10/2016 14:53;40,33621123;0;
13/10/2016 14:57;40,42184786;0;
13/10/2016 15:01;40,53743591;0;
13/10/2016 15:05;40,46330146;0;
13/10/2016 15:09;40,30800089;0;
13/10/2016 15:13;40,42653644;0;
13/10/2016 15:17;40,33445884;0;
13/10/2016 15:21;40,4241813;0;
13/10/2016 15:25;40,47038151;0;
13/10/2016 15:29;40,53578314;0;
13/10/2016 15:33;40,32128321;0;
13/10/2016 15:37;40,3133777;0;
13/10/2016 15:41;40,40669927;0;
13/10/2016 15:45;40,82486441;0;
13/10/2016 15:49;40,51419101;0;
13/10/2016 15:53;40,5335241;0;
13/10/2016 15:57;40,589142;0;
13/10/2016 16:01;40,36077109;0;
13/10/2016 16:05;40,29992028;0;
13/10/2016 16:09;40,31799004;0;
13/10/2016 16:13;40,62514127;0;
13/10/2016 16:17;40,46840295;0;
13/10/2016 16:21;40,4532708;0;
13/10/2016 16:25;40,65914878;0;
13/10/2016 16:29;40,83511817;0;
13/10/2016 16:33;40,46717687;0;
13/10/2016 16:37;40,42087379;0;
13/10/2016 16:41;40,74340909;0;
13/10/2016 16:45;40,61873232;0;
13/10/2016 16:49;40,51305028;0;
13/10/2016 16:53;40,56410969;0;
13/10/2016 16:57;40,37218946;0;
13/10/2016 17:01;41,11341129;0;
13/10/2016 17:05;40,49665597;0;
13/10/2016 17:09;40,3439959;0;
13/10/2016 17:13;40,65007827;0;
13/10/2016 17:17;40,50799403;0;
13/10/2016 17:21;40,30829174;0;
13/10/2016 17:25;40,30138442;0;
13/10/2016 17:29;40,52110485;0;
13/10/2016 17:33;40,6009293;0;
13/10/2016 17:37;78,49679326;1;
13/10/2016 17:41;56,04780216;0;
13/10/2016 17:45;78,54872131;0;
13/10/2016 17:49;57,4808671;0;
13/10/2016 17:53;40,49050873;0;
13/10/2016 17:57;83,55347986;0;
13/10/2016 18:01;53,60729398;0;
13/10/2016 18:05;61,77174299;0;
13/10/2016 18:09;75,88938547;0;
13/10/2016 18:13;65,61740922;0;
13/10/2016 18:17;40,38923333;1;
13/10/2016 18:21;40,44468828;0;
13/10/2016 18:25;40,30077523;0;
13/10/2016 18:29;40,40684329;0;
13/10/2016 18:33;40,4898962;0;
13/10/2016 18:37;40,52860978;0;
13/10/2016 18:41;40,54049287;0;
13/10/2016 18:45;40,39330469;0;
13/10/2016 18:49;40,76458327;0;
13/10/2016 18:53;40,37085986;0;
13/10/2016 18:57;83,02946833;1;
13/10/2016 19:01;69,74721568;0;
13/10/2016 19:05;40,33757355;1;
13/10/2016 19:09;40,58851712;0;
13/10/2016 19:13;40,42368651;0;
13/10/2016 19:17;40,77026697;0;
13/10/2016 19:21;40,7944119;0;
13/10/2016 19:25;40,4490691;0;
13/10/2016 19:29;40,70216209;0;
13/10/2016 19:33;40,39221218;0;
13/10/2016 19:37;40,32767896;0;
13/10/2016 19:41;40,34473259;0;
13/10/2016 19:45;40,31408558;0;
13/10/2016 19:49;40,32176547;0;
13/10/2016 19:53;40,35195758;0;
13/10/2016 19:57;40,35448223;0;
13/10/2016 20:01;40,7577026;0;
13/10/2016 20:05;40,68516953;0;
13/10/2016 20:09;40,31943933;0;
13/10/2016 20:13;40,5180408;0;
13/10/2016 20:17;40,3262465;0;
13/10/2016 20:21;40,51746835;0;
13/10/2016 20:25;40,36996612;0;
13/10/2016 20:29;40,46115502;0;
13/10/2016 20:33;40,49380324;0;
13/10/2016 20:37;40,5279958;0;
13/10/2016 20:41;40,45984685;0;
13/10/2016 20:45;40,30495447;0;
13/10/2016 20:49;40,29697392;0;
13/10/2016 20:53;40,42427285;0;
13/10/2016 20:57;40,46139437;0;
13/10/2016 21:01;40,99302468;0;
13/10/2016 21:05;40,52229278;0;
13/10/2016 21:09;40,35555376;0;
13/10/2016 21:13;40,45563802;0;
13/10/2016 21:17;40,64245223;0;
13/10/2016 21:21;40,3062195;0;
13/10/2016 21:25;40,57322046;0;
13/10/2016 21:29;41,34405831;0;
13/10/2016 21:33;40,65783521;0;
13/10/2016 21:37;40,45254553;0;
13/10/2016 21:41;40,34860307;0;
13/10/2016 21:45;40,43254129;0;
13/10/2016 21:49;40,40227464;0;
13/10/2016 21:53;40,70116584;0;
13/10/2016 21:57;40,42524892;0;
13/10/2016 22:01;94,42938808;1;
13/10/2016 22:05;134,847714;0;
13/10/2016 22:09;115,570388;0;
13/10/2016 22:13;143,7588666;0;
13/10/2016 22:17;119,6826095;0;
13/10/2016 22:21;127,5158059;0;
13/10/2016 22:25;41,19603224;1;
13/10/2016 22:29;40,29999148;0;
13/10/2016 22:33;40,64098429;0;
13/10/2016 22:37;40,32100205;0;
13/10/2016 22:41;40,43387457;0;
13/10/2016 22:45;40,59536037;0;
13/10/2016 22:49;40,36329714;0;
13/10/2016 22:53;40,46242639;0;
13/10/2016 22:57;40,35015879;0;
13/10/2016 23:01;40,41345169;0;
13/10/2016 23:05;40,55964566;0;
13/10/2016 23:09;40,3111294;0;
13/10/2016 23:13;40,63946043;0;
13/10/2016 23:17;40,39593138;0;
13/10/2016 23:21;40,29499447;0;
13/10/2016 23:25;40,36963238;0;
13/10/2016 23:29;40,38777449;0;
13/10/2016 23:33;40,50790972;0;
13/10/2016 23:37;40,70719957;0;
13/10/2016 23:41;40,40303899;0;
13/10/2016 23:45;40,87965001;0;
13/10/2016 23:49;40,33421647;0;
13/10/2016 23:53;40,77568895;0;
13/10/2016 23:57;40,40814831;0;
14/10/2016 00:01;40,50384343;0;
14/10/2016 00:05;40,38240771;0;
14/10/2016 00:09;40,31406047;0;
14/10/2016 00:13;41,06633082;0;
14/10/2016 00:17;40,31549209;0;
14/10/2016 00:21;40,35168904;0;
14/10/2016 00:25;40,44040754;0;
14/10/2016 00:29;40,43665109;0;
14/10/2016 00:33;40,52428344;0;
14/10/2016 00:37;40,31601963;0;
14/10/2016 00:41;40,40912058;0;
14/10/2016 00:45;40,40284456;0;
14/10/2016 00:49;40,38427326;0;
14/10/2016 00:53;40,48462678;0;
14/10/2016 00:57;40,30918017;0;
14/10/2016 01:01;40,34707254;0;
14/10/2016 01:05;40,42618741;0;
14/10/2016 01:09;108,1262585;1;
14/10/2016 01:13;106,0359424;0;
14/10/2016 01:17;94,16115351;0;
14/10/2016 01:21;62,81383103;0;
14/10/2016 01:25;93,80268857;0;
14/10/2016 01:29;82,95160255;0;
14/10/2016 01:33;40,87559384;1;
14/10/2016 01:37;40,80430233;0;
14/10/2016 01:41;40,46142963;0;
14/10/2016 01:45;40,30601607;0;
14/10/2016 01:49;40,35523137;0;
14/10/2016 01:53;40,87082565;0;
14/10/2016 01:57;40,47689534;0;
14/10/2016 02:01;40,36470246;0;
14/10/2016 02:05;40,73676582;0;
14/10/2016 02:09;40,5649512;0;
14/10/2016 02:13;40,81805694;0;
14/10/2016 02:17;40,47530651;0;
14/10/2016 02:21;40,77146908;0;
14/10/2016 02:25;40,40401163;0;
14/10/2016 02:29;40,50932257;0;
14/10/2016 02:33;41,17811117;0;
14/10/2016 02:37;40,44794066;0;
14/10/2016 02:41;40,42731063;0;
14/10/2016 02:45;40,36288772;0;
14/10/2016 02:49;40,29962645;0;
14/10/2016 02:53;40,36406139;0;
14/10/2016 02:57;40,30106041;0;
14/10/2016 03:01;40,44663113;0;
14/10/2016 03:05;40,58145801;0;
14/10/2016 03:09;40,75149244;0;
14/10/2016 03:13;40,46663125;0;
14/10/2016 03:17;40,48501342;0;
14/10/2016 03:21;40,55010731;0;
14/10/2016 03:25;40,64822222;0;
14/10/2016 03:29;40,32709678;0;
14/10/2016 03:33;40,52817803;0;
14/10/2016 03:37;40,35378179;0;
14/10/2016 03:41;40,37776579;0;
14/10/2016 03:45;40,34816194;0;
14/10/2016 03:49;40,82832377;0;
14/10/2016 03:53;40,30913605;0;
14/10/2016 03:57;40,46922022;0;
14/10/2016 04:01;40,48972648;0;
14/10/2016 04:05;40,31547809;0;
14/10/2016 04:09;40,72757652;0;
14/10/2016 04:13;40,32008991;0;
14/10/2016 04:17;40,38828926;0;
14/10/2016 04:21;40,49984504;0;
14/10/2016 04:25;40,6246038;0;
14/10/2016 04:29;40,52720678;0;
14/10/2016 04:33;41,04318739;0;
14/10/2016 04:37;40,31619958;0;
14/10/2016 04:41;40,3065183;0;
14/10/2016 04:45;40,29815536;0;
14/10/2016 04:49;40,3549318;0;
14/10/2016 04:53;40,44743262;0;
14/10/2016 04:57;40,74631865;0;
14/10/2016 05:01;40,71583098;0;
14/10/2016 05:05;40,5627845;0;
14/10/2016 05:09;40,30448715;0;
14/10/2016 05:13;40,86432204;0;
14/10/2016 05:17;40,40924282;0;
14/10/2016 05:21;40,33457864;0;
14/10/2016 05:25;40,30988822;0;
14/10/2016 05:29;40,58060772;0;
14/10/2016 05:33;40,47307893;0;
14/10/2016 05:37;40,52870741;0;
14/10/2016 05:41;40,31764774;0;
14/10/2016 05:45;40,91803915;0;
14/10/2016 05:49;40,65751203;0;
14/10/2016 05:53;40,34407826;0;
14/10/2016 05:57;40,29813645;0;
14/10/2016 06:01;40,47337759;0;
14/10/2016 06:05;40,66893886;0;
14/10/2016 06:09;40,36740434;0;
14/10/2016 06:13;40,46368277;0;
14/10/2016 06:17;40,46052206;0;
14/10/2016 06:21;40,47796298;0;
14/10/2016 06:25;40,32472901;0;
14/10/2016 06:29;40,38738852;0;
14/10/2016 06:33;40,39111519;0;
14/10/2016 06:37;40,35167129;0;
14/10/2016 06:41;40,48016701;0;
14/10/2016 06:45;40,86228633;0;
14/10/2016 06:49;40,55223344;0;
14/10/2016 06:53;40,36951789;0;
14/10/2016 06:57;40,63771785;0;
14/10/2016 07:01;40,43138076;0;
14/10/2016 07:05;40,30198186;0;
14/10/2016 07:09;40,59725586;0;
14/10/2016 07:13;40,30421787;0;
14/10/2016 07:17;40,33178197;0;
14/10/2016 07:21;40,57258453;0;
14/10/2016 07:25;40,42996703;0;
14/10/2016 07:29;40,36486055;0;
14/10/2016 07:33;40,48936582;0;
14/10/2016 07:37;40,63868259;0;
14/10/2016 07:41;40,47631582;0;
14/10/2016 07:45;40,42192929;0;
14/10/2016 07:49;40,41547732;0;
14/10/2016 07:53;40,41817609;0;
14/10/2016 07:57;40,39230479;0;
14/10/2016 08:01;40,57061057;0;
14/10/2016 08:05;40,31305716;0;
14/10/2016 08:09;40,34186584;0;
14/10/2016 08:13;40,57020928;0;
14/10/2016 08:17;40,4737223;0;
14/10/2016 08:21;40,61782269;0;
14/10/2016 08:25;40,4900938;0;
14/10/2016 08:29;40,36347386;0;
14/10/2016 08:33;40,609921;0;
14/10/2016 08:37;40,32714736;0;
14/10/2016 08:41;40,59260655;0;
14/10/2016 08:45;40,35943403;0;
14/10/2016 08:49;40,69833962;0;
14/10/2016 08:53;40,30182384;0;
14/10/2016 08:57;40,29690272;0;
14/10/2016 09:01;40,54737435;0;
14/10/2016 09:05;40,5278561;0;
14/10/2016 09:09;40,3045091;0;
14/10/2016 09:13;40,33945175;0;
14/10/2016 09:17;40,33892924;0;
14/10/2016 09:21;40,50581879;0;
14/10/2016 09:25;40,31659148;0;
14/10/2016 09:29;40,96517373;0;
14/10/2016 09:33;40,33180987;0;
14/10/2016 09:37;41,08770842;0;
14/10/2016 09:41;40,57036615;0;
14/10/2016 09:45;40,92544087;0;
14/10/2016 09:49;40,53728659;0;
14/10/2016 09:53;40,73439144;0;
14/10/2016 09:57;50,62244677;1;
14/10/2016 10:01;50,35377821;0;
14/10/2016 10:05;51,07405506;0;
14/10/2016 10:09;50,37112082;0;
14/10/2016 10:13;50,46287607;0;
14/10/2016 10:17;50,55539757;0;
14/10/2016 10:21;51,52606543;0;
14/10/2016 10:25;50,42535302;0;
14/10/2016 10:29;50,4414121;0;
14/10/2016 10:33;50,43006518;0;
14/10/2016 10:37;50,36188539;0;
14/10/2016 10:41;50,75293745;0;
14/10/2016 10:45;50,41356602;0;
14/10/2016 10:49;50,61136166;0;
14/10/2016 10:53;51,33839338;0;
14/10/2016 10:57;50,46068125;0;
14/10/2016 11:01;50,4029498;0;
14/10/2016 11:05;50,492096;0;
14/10/2016 11:09;50,51318594;0;
14/10/2016 11:13;50,38243412;0;
14/10/2016 11:17;50,41411327;0;
14/10/2016 11:21;51,05454024;0;
14/10/2016 11:25;50,72509907;0;
14/10/2016 11:29;50,7028936;0;
14/10/2016 11:33;51,1057762;0;
14/10/2016 11:37;50,94972792;0;
14/10/2016 11:41;50,43533722;0;
14/10/2016 11:45;50,4809776;0;
14/10/2016 11:49;50,50779213;0;
14/10/2016 11:53;51,10099563;0;
14/10/2016 11:57;50,37481393;0;
14/10/2016 12:01;50,67943886;0;
14/10/2016 12:05;50,43817264;0;
14/10/2016 12:09;50,74920771;0;
14/10/2016 12:13;50,44598963;0;
14/10/2016 12:17;50,89280279;0;
14/10/2016 12:21;50,41968499;0;
14/10/2016 12:25;50,79265731;0;
14/10/2016 12:29;50,8640005;0;
14/10/2016 12:33;50,64326043;0;
14/10/2016 12:37;50,40628109;0;
14/10/2016 12:41;50,52105541;0;
14/10/2016 12:45;50,46070636;0;
14/10/2016 12:49;50,67055318;0;
14/10/2016 12:53;50,89304805;0;
14/10/2016 12:57;50,91245156;0;
14/10/2016 13:01;50,4351264;0;
14/10/2016 13:05;51,16060965;0;
14/10/2016 13:09;50,39472229;0;
14/10/2016 13:13;50,71396047;0;
14/10/2016 13:17;50,45531538;0;
14/10/2016 13:21;50,60376658;0;
14/10/2016 13:25;50,67485897;0;
14/10/2016 13:29;51,94620002;0;
14/10/2016 13:33;50,5221815;0;
14/10/2016 13:37;50,46449543;0;
14/10/2016 13:41;50,36301018;0;
14/10/2016 13:45;50,37249574;0;
14/10/2016 13:49;50,94641913;0;
14/10/2016 13:53;51,50140838;0;
14/10/2016 13:57;51,02568327;0;
14/10/2016 14:01;50,60508129;0;
14/10/2016 14:05;50,47687579;0;
14/10/2016 14:09;50,38830318;0;
14/10/2016 14:13;51,78365342;0;
14/10/2016 14:17;50,75010857;0;
14/10/2016 14:21;70,21558496;1;
14/10/2016 14:25;92,38207721;0;
14/10/2016 14:29;50,96748151;1;
14/10/2016 14:33;52,50423153;0;
14/10/2016 14:37;50,49889827;0;
14/10/2016 14:41;50,41585971;0;
14/10/2016 14:45;50,43638735;0;
14/10/2016 14:49;50,46282789;0;
14/10/2016 14:53;50,39264571;0;
14/10/2016 14:57;51,69406364;0;
14/10/2016 15:01;50,84717266;0;
14/10/2016 15:05;50,7293385;0;
14/10/2016 15:09;50,36637842;0;
14/10/2016 15:13;50,36530244;0;
14/10/2016 15:17;50,35824386;0;
14/10/2016 15:21;50,37744081;0;
14/10/2016 15:25;51,00492032;0;
14/10/2016 15:29;50,7150335;0;
14/10/2016 15:33;50,37853118;0;
14/10/2016 15:37;50,39669983;0;
14/10/2016 15:41;50,38501962;0;
14/10/2016 15:45;50,47575371;0;
14/10/2016 15:49;50,47669281;0;
14/10/2016 15:53;50,44748213;0;
14/10/2016 15:57;50,48114864;0;
14/10/2016 16:01;50,81499084;0;
14/10/2016 16:05;51,19697432;0;
14/10/2016 16:09;50,9035735;0;
14/10/2016 16:13;50,82138958;0;
14/10/2016 16:17;52,75114832;0;
14/10/2016 16:21;51,01455125;0;
14/10/2016 16:25;51,86517114;0;
14/10/2016 16:29;50,50514964;0;
14/10/2016 16:33;50,76637059;0;
14/10/2016 16:37;51,03373637;0;
14/10/2016 16:41;50,66117295;0;
14/10/2016 16:45;50,35051419;0;
14/10/2016 16:49;50,50057766;0;
14/10/2016 16:53;50,55311485;0;
14/10/2016 16:57;50,68779912;0;
14/10/2016 17:01;50,48121655;0;
14/10/2016 17:05;50,71616345;0;
14/10/2016 17:09;50,36651545;0;
14/10/2016 17:13;50,61146253;0;
14/10/2016 17:17;50,39828601;0;
14/10/2016 17:21;50,44767019;0;
14/10/2016 17:25;50,75113098;0;
14/10/2016 17:29;50,53374114;0;
14/10/2016 17:33;50,39203602;0;
14/10/2016 17:37;50,7579724;0;
14/10/2016 17:41;52,22819452;0;
14/10/2016 17:45;51,18102467;0;
14/10/2016 17:49;50,46454585;0;
14/10/2016 17:53;50,64926519;0;
14/10/2016 17:57;50,88431391;0;
14/10/2016 18:01;50,4502174;0;
14/10/2016 18:05;50,4202391;0;
14/10/2016 18:09;50,88594354;0;
14/10/2016 18:13;50,59009017;0;
14/10/2016 18:17;50,68590415;0;
14/10/2016 18:21;50,67019481;0;
14/10/2016 18:25;50,37155056;0;
14/10/2016 18:29;50,84325451;0;
14/10/2016 18:33;51,26923752;0;
14/10/2016 18:37;50,98229641;0;
14/10/2016 18:41;50,37994158;0;
14/10/2016 18:45;50,74271916;0;
14/10/2016 18:49;50,63673657;0;
14/10/2016 18:53;51,00362634;0;
14/10/2016 18:57;50,72579844;0;
14/10/2016 19:01;51,10966636;0;
14/10/2016 19:05;50,39897662;0;
14/10/2016 19:09;50,97382473;0;
14/10/2016 19:13;50,43014107;0;
14/10/2016 19:17;53,33006731;0;
14/10/2016 19:21;50,3709788;0;
14/10/2016 19:25;51,41102117;0;
14/10/2016 19:29;50,87700304;0;
14/10/2016 19:33;50,69225019;0;
14/10/2016 19:37;50,57899283;0;
14/10/2016 19:41;50,81737603;0;
14/10/2016 19:45;51,23522545;0;
14/10/2016 19:49;50,39101668;0;
14/10/2016 19:53;50,48447903;0;
14/10/2016 19:57;50,55313646;0;
14/10/2016 20:01;50,65179231;0;
14/10/2016 20:05;51,15725493;0;
14/10/2016 20:09;50,48826433;0;
14/10/2016 20:13;51,40876615;0;
14/10/2016 20:17;50,42279269;0;
14/10/2016 20:21;50,65851317;0;
14/10/2016 20:25;50,73700184;0;
14/10/2016 20:29;50,35861996;0;
14/10/2016 20:33;50,64975743;0;
14/10/2016 20:37;50,34564294;0;
14/10/2016 20:41;50,70532544;0;
14/10/2016 20:45;50,56512672;0;
14/10/2016 20:49;50,62852078;0;
14/10/2016 20:53;50,849828;0;
14/10/2016 20:57;50,85195449;0;
14/10/2016 21:01;50,40028515;0;
14/10/2016 21:05;51,074788;0;
14/10/2016 21:09;50,54141834;0;
14/10/2016 21:13;50,39965825;0;
14/10/2016 21:17;51,73639267;0;
14/10/2016 21:21;50,55228881;0;
14/10/2016 21:25;50,99144063;0;
14/10/2016 21:29;51,06582552;0;
14/10/2016 21:33;50,54137964;0;
14/10/2016 21:37;50,37682115;0;
14/10/2016 21:41;50,57969435;0;
14/10/2016 21:45;50,61241097;0;
14/10/2016 21:49;50,54148453;0;
14/10/2016 21:53;50,37603793;0;
14/10/2016 21:57;50,51927009;0;
14/10/2016 22:01;51,17613396;0;
14/10/2016 22:05;50,37499906;0;
14/10/2016 22:09;52,09474411;0;
14/10/2016 22:13;50,56467685;0;
14/10/2016 22:17;99,35547438;1;
14/10/2016 22:21;95,83152492;0;
14/10/2016 22:25;69,61867039;0;
14/10/2016 22:29;63,64331493;0;
14/10/2016 22:33;75,56161486;0;
14/10/2016 22:37;64,48040354;0;
14/10/2016 22:41;68,93181947;0;
14/10/2016 22:45;63,69386055;0;
14/10/2016 22:49;76,0916913;0;
